artist,title,play_count,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,timeSignature,valence
Drake,"Hold On, We're Going Home",154,6jdOi5U5LBzQrc4c1VT983,0,0.78,0.41,0,6,0.07,-7.44,0,0.1,100,4,0.29
Mac Miller,Dang! (feat. Anderson .Paak),154,5iUQMwxUPdJBFeGkePtM66,0.01,0.84,0.67,0,5,0.08,-6.91,0,0.23,107.02,4,0.56
Snail Mail,Deep Sea,154,2XahOyXiU6o0ODpsINxG0B,0.14,0.27,0.37,0.07,1,0.11,-5.98,1,0.03,95.3,3,0.12
Telenova,Bones,154,3Htni6qugPHqelC2PmQM56,0.04,0.68,0.73,0,4,0.22,-5.63,0,0.04,99,4,0.36
Vampire Weekend,Mary Boone,154,6OjwIdLlkjCLuOThOwODEY,0.09,0.5,0.65,0.04,1,0.12,-5.59,1,0.05,95.46,4,0.4
A Tribe Called Quest,The Space Program,152,203xmWRHAyqwW6AkGkhhVM,0.43,0.61,0.71,0,1,0.66,-5.9,1,0.35,101.88,4,0.53
BROCKHAMPTON,SWIM,152,5Jp0avXwxgYt75sjxQJxWw,0.15,0.66,0.49,0,4,0.11,-9.16,1,0.04,92.99,4,0.5
Frank Ocean,Sierra Leone,152,1HwbgJAU9PZ7YbzKgVgoIF,0.17,0.53,0.61,0.02,7,0.11,-7.81,1,0.08,125.02,4,0.62
Lana Del Rey,Norman fucking Rockwell,152,3RIgHHpnFKj5Rni1shokDj,0.97,0.22,0.2,0.06,5,0.09,-12.65,1,0.03,78.29,1,0.14
Lianne La Havas,Weird Fishes,152,5ygk8Hkp4WCCk7GXWEUP9V,0.04,0.4,0.42,0.02,7,0.09,-10.11,1,0.06,151.46,4,0.26
MJ Lenderman,Joker Lips,152,2zFtMNj2s82nml4wSKbtyL,0.03,0.6,0.64,0.17,4,0.15,-8.48,0,0.02,89,4,0.6
Xiu Xiu,A Bottle of Rum,152,6tpAyaCFFAqgSY6j1j9kjO,0.25,0.67,0.92,0.74,2,0.36,-7.91,1,0.05,116.98,4,0.57
Indigo De Souza,Boys,151,7cmtR1m1aKJcw8iRxrcaGX,0.86,0.74,0.23,0,2,0.11,-15.65,1,0.04,103.04,4,0.19
Rosario,all these mountains,151,1Hq6Whi1XVXE61wnJnWvE9,0.05,0.89,0.54,0,5,0.11,-7.06,1,0.03,99.03,4,0.84
Drake,One Dance,150,1zi7xx7UVEFkmKfv06H8x0,0.01,0.79,0.63,0,1,0.33,-5.61,1,0.05,103.97,4,0.37
Frank Ocean,Lost,150,3GZD6HmiNUhxXYf8Gch723,0.03,0.91,0.6,0,8,0.17,-4.89,1,0.23,123.06,4,0.5
Indigo De Souza,How I Get Myself Killed,150,2Kj95VOpBEJzBFNzwirZwU,0.12,0.39,0.5,0,11,0.11,-7.12,1,0.04,167.66,4,0.23
Japanese Breakfast,In Hell,150,6AbCMuMMJbBcTtt2IaC0Wq,0.02,0.59,0.68,0,4,0.13,-6.96,1,0.03,115.97,4,0.31
Lorde,Supercut,150,6K8VQ84MqhsoakN5MjrnVR,0.22,0.56,0.44,0,0,0.08,-10.23,1,0.05,124.85,4,0.15
Maggie Rogers,Burning,150,68vxG1i6RSmrsY9mRdqDgG,0.21,0.74,0.69,0,5,0.11,-5.47,1,0.1,110.05,4,0.28
orion sun,Lightning,150,5nMO8objr0GqU3inDuqLfL,0.27,0.72,0.54,0,5,0.17,-7.86,0,0.04,92.91,4,0.52
Samia,Waverly,150,4gEGLpCd89HjokHsBs2WeB,0.45,0.6,0.55,0,5,0.14,-7.88,0,0.04,65.01,4,0.19
Tanukichan,Lazy Love,150,7sZaPEawQMFY861NIeBhrr,0,0.46,0.45,0.02,1,0.12,-5.52,1,0.03,102.51,4,0.14
The Weeknd,Save Your Tears,150,5QO79kh1waicV47BqGRL3g,0.02,0.68,0.83,0,0,0.54,-5.49,1,0.03,118.05,4,0.64
Travi$ Scott,Drugs You Should Try,150,4b7vk8SRcYgnxpk0JOIS7r,0.53,0.59,0.56,0,1,0.12,-8.1,0,0.06,139.98,4,0.07
Wolf Alice,How Can I Make It OK?,150,4g0yqS7sBgZGA3VWBOj1Kk,0.02,0.46,0.71,0,0,0.12,-5.41,1,0.04,117.09,4,0.2
Wolf Alice,The Last Man on Earth,150,2Xv7xN6e5UJxRGwPWN0vYK,0.34,0.26,0.28,0.11,7,0.12,-8.62,1,0.03,144.49,4,0.1
Anderson .Paak,Come Home (feat. André 3000),149,6RpunyUP44SDweJPDScLSF,0.01,0.57,0.82,0,8,0.13,-4.92,1,0.14,164.83,4,0.33
Bas,Night Job,149,5q5MyfXey3ms6IyT6TYf5L,0.06,0.81,0.62,0,7,0.11,-7,1,0.34,119.88,4,0.2
Childish Gambino,Sober,149,7CQ2IUALMZScQUbpdiSxdk,0.12,0.71,0.56,0,0,0.56,-7.62,1,0.03,98.09,4,0.42
Japanese Breakfast,The Woman That Loves You,149,0sCAvQ7CJ1HeCPWiJmYivu,0,0.52,0.77,0.65,6,0.1,-5.94,0,0.04,109.84,4,0.33
SZA,Broken Clocks,149,2fXwCWkh6YG5zU1IyvQrbs,0.13,0.69,0.68,0,6,0.16,-7.36,1,0.16,112.91,4,0.41
Tame Impala,On Track,149,0IuE6FnXPCdZ8NLuuvJRhb,0.12,0.39,0.65,0,2,0.08,-5.58,1,0.04,163.86,4,0.11
Caroline Rose,Pipe Dreams,148,7hKMa4UKhVhhLb9UUHlbIu,0.79,0.59,0.52,0.75,1,0.37,-7.58,1,0.03,82.03,4,0.48
Faye Webster,In a Good Way,148,2VYnlKxB8jpbCeLUjQsebc,0.19,0.59,0.29,0.03,9,0.21,-8.84,1,0.03,71.12,4,0.3
Japanese Breakfast,Savage Good Boy,148,0EredcGoVUJTRiBLmwI0AO,0.05,0.71,0.75,0,2,0.18,-6.32,1,0.04,129.09,4,0.3
Vince Staples,Señorita,148,734xplxSpoW22U5OeeZcr8,0.05,0.78,0.63,0,9,0.35,-8.33,0,0.13,124.99,4,0.17
Indigo De Souza,Home Team,147,4hqnLuXGmxE7u7spJZH6w1,0.05,0.36,0.42,0.02,7,0.12,-10.31,1,0.03,104.13,4,0.1
Kanye West,Ghost Town,147,7vgTNTaEz3CsBZ1N4YQalM,0.1,0.57,0.55,0,7,0.33,-4.25,0,0.03,83.38,4,0.3
Olivia Rodrigo,drivers license,147,5wANPM4fQCJwkGd4rN57mH,0.72,0.59,0.44,0,10,0.11,-8.76,1,0.06,143.87,4,0.13
Snail Mail,Anytime,147,0qK6oUx3O0f1eTwj7hSWQm,0.92,0.54,0.18,0,1,0.1,-9.85,1,0.03,94.9,3,0.09
A Tribe Called Quest,Check the Rhime,146,4HfxDJ0uLHTLe0fZrx0MbQ,0.05,0.88,0.36,0,11,0.25,-14.73,0,0.24,96.43,4,0.8
A Tribe Called Quest,We The People....,146,3wUX7HpXS382s1DHTRouVk,0.01,0.71,0.81,0,1,0.14,-5.47,1,0.06,92.6,4,0.9
Blue Deputy,New Jersey,146,4N0uNF0UhNQwCm51jMtBvQ,0.57,0.54,0.41,0.01,4,0.11,-14.32,1,0.02,100.02,4,0.16
orion sun,Smooth,146,35YaHIoFSG6q7tayDEU0Hp,0.33,0.53,0.5,0,6,0.2,-8.38,1,0.04,139.15,3,0.11
Alvvays,Velveteen,145,1wsqBGQ3MgU2AyuYOardEn,0.04,0.47,0.94,0.3,11,0.09,-4.49,1,0.07,137.37,4,0.37
Chance the Rapper,Same Drugs,145,6m9qPYXmhge2QhBLfFKnVF,0.95,0.46,0.29,0,6,0.09,-9.52,1,0.06,180.3,4,0.53
Joey Bada$$,Waves,145,3AM2ihc5RFzbC47eCpTg2I,0.22,0.73,0.91,0,8,0.21,-3.24,0,0.22,89.95,4,0.89
orion sun,antidote,145,1NlGXcWeUSe1s3IgRKcqmB,0.16,0.51,0.81,0,8,0.11,-3.96,1,0.25,163.24,4,0.39
Samia,Minnesota,145,1iWOQ4iHLiRGzwNr25rA42,0.46,0.7,0.57,0,0,0.1,-6.42,1,0.04,132.13,4,0.74
SZA,Supermodel,145,5wTVNpi5WDByxBgKgUE6MU,0.65,0.61,0.44,0,6,0.26,-8.87,1,0.29,119.74,5,0.25
Aminé,DR. WHOEVER,144,2qpX5WY7A7uLLLQfFpvRDK,0.64,0.64,0.33,0,5,0.05,-11.48,1,0.38,83.31,4,0.87
Caroline Rose,Freak Like Me,144,5Da108xgfGYYwKFgtEag3O,0.34,0.63,0.75,0.19,6,0.1,-7.38,0,0.05,91.98,4,0.53
A Tribe Called Quest,Movin Backwards,143,4Ek1h5KnIkB6Pi2Bt1lV8m,0.32,0.61,0.58,0,0,0.08,-6.5,1,0.31,88.94,4,0.71
Dijon,Nico's Red Truck,143,4zHC1zzSAV2xR7OlUqo2Oz,0.67,0.4,0.58,0,3,0.13,-3.3,0,0.05,80.22,4,0.43
Japanese Breakfast,Paprika,143,3zyqphgXvgHe436IMKeey3,0.02,0.51,0.71,0,4,0.3,-5.5,1,0.03,120.07,4,0.42
Lana Del Rey,Born to Die,143,5wEreUfwxZxWnEol61ulIi,0.22,0.43,0.63,0,4,0.28,-6.64,0,0.03,86.02,4,0.38
Prince,Purple Rain,143,1uvyZBs4IZYRebHIB1747m,0.05,0.37,0.53,0.01,10,0.68,-8.74,1,0.03,112.92,4,0.18
Japanese Breakfast,Diving Woman,142,6V7c8Dd40BKFqWIYS5zTXx,0,0.46,0.75,0.63,4,0.12,-6.72,1,0.04,120.04,4,0.26
Lil Baby,Drip Too Hard (Lil Baby & Gunna),142,78QR3Wp35dqAhFEc2qAGjE,0.09,0.9,0.66,0,1,0.53,-6.9,0,0.29,112.51,4,0.39
Mac DeMarco,My Old Man,142,4ewRM5SP4YhmlfKhi5uSjS,0.68,0.66,0.58,0.29,1,0.1,-11.49,1,0.03,149.28,4,0.83
Soccer Mommy,Scorpio Rising,142,4NGfPPgXHRssaWpfbOj6rg,0.67,0.49,0.34,0,2,0.13,-10.37,1,0.03,77.47,4,0.25
SZA,Prom,142,5yvhdo8FXbBsIllxv2Rr94,0.06,0.81,0.7,0,1,0.12,-4.88,1,0.09,120.05,4,0.23
The Weeknd,Heartless,142,6bnF93Rx87YqUBLSgjiMU8,0.02,0.54,0.75,0,10,0.16,-5.51,0,0.15,170.06,4,0.25
Aminé,TOGETHER,141,45WkcBtgPS8xulUwEg63X1,0.47,0.62,0.38,0,4,0.19,-8.12,0,0.21,132.89,4,0.36
Lucy Dacus,Night Shift,141,1yYlpGuBiRRf33e1gY61bN,0.31,0.48,0.31,0,9,0.11,-7.89,1,0.03,86.15,4,0.16
Mac Miller,My Favorite Part,141,66wkCYWlXzSTQAfnsPBptt,0.63,0.86,0.33,0,6,0.14,-7.19,1,0.05,95.02,4,0.72
Steve Lacy,Dark Red,141,3EaJDYHA0KnX88JvDhL9oa,0.45,0.6,0.78,0,6,0.12,-4.02,1,0.06,172.04,4,0.78
Cocteau Twins,Cherry-Coloured Funk,140,37pKTyMwalomKCZjxTc2QZ,0,0.49,0.65,0,2,0.1,-5.81,1,0.03,90.09,4,0.34
Drake,Jungle,140,7JXZq0JgG2zTrSOAgY8VMC,0.62,0.7,0.24,0,7,0.11,-8.65,1,0.05,99.95,4,0.38
Isaiah Rashad,AA,140,66UI237YMw6AL6S72FGKND,0.03,0.73,0.51,0,3,0.33,-10.41,0,0.05,96,4,0.51
Mitski,Working for the Knife,140,2ORVHijyYA8bAOCVaIbmdS,0.17,0.47,0.63,0,11,0.1,-8.13,1,0.03,83.01,4,0.32
Noname,Ace,140,1Ya8UT49Oc3oASVcsDqz60,0.87,0.69,0.51,0,10,0.12,-9.17,1,0.42,106.9,4,0.66
Alvvays,Ones Who Love You,139,69WRV2IAqgEcsvJm7YBTJ7,0.45,0.49,0.65,0.89,2,0.09,-5.93,1,0.03,117.04,4,0.43
Dominic Fike,Politics & Violence,139,4keHa1UN3c9OWHVv3BE5ra,0.48,0.38,0.56,0.01,9,0.11,-6.45,1,0.06,189.54,4,0.15
Drake,Legend,139,1ID1QFSNNxi0hiZCNcwjUC,0.03,0.71,0.56,0,1,0.08,-7.57,1,0.07,100.09,4,0.31
Japanese Breakfast,Road Head,139,5rQEom98vgByjAZ4kIw2kL,0.1,0.54,0.67,0.16,4,0.15,-8.73,1,0.03,95.04,4,0.17
MJ Lenderman,Wristwatch,139,4j2DQgFAyVuKOBFpq4vEPR,0,0.52,0.7,0.1,2,0.12,-5.67,0,0.03,96.94,4,0.55
Buddy,Trouble On Central,138,3tsFWhe45D6CGFSMA77T3B,0.23,0.81,0.45,0,1,0.13,-6.62,0,0.07,99.96,4,0.58
Drake,With You,138,3aJkV6DUTSCqOwVwaBDG9B,0.13,0.88,0.41,0,1,0.11,-9.96,1,0.25,128.01,4,0.78
Faye Webster,I Know I'm Funny haha,138,3V66T9O5aOycr8raWMpyLP,0.09,0.72,0.37,0.49,5,0.11,-10.43,1,0.03,92.57,4,0.55
Mitski,Townie,138,6TN7D8b2r2hWAFrk5D9oxX,0,0.31,0.88,0,1,0.12,-3.48,1,0.06,137.76,4,0.28
Noname,Part of Me,138,1ePNcYIPo9CuW5kKZYlh2K,0.44,0.81,0.55,0,4,0.32,-5.68,0,0.29,89.98,4,0.69
Noname,Self,138,5rNqaOOSNGrYtMo4sLDXU6,0.85,0.81,0.54,0,3,0.14,-6.52,1,0.25,92.11,4,0.81
070 Shake,Rocketship,137,7AYUU650rqKD75E6nNpBm4,0.02,0.55,0.63,0,1,0.36,-6.46,0,0.05,76.49,4,0.31
Anderson .Paak,Heart Don't Stand A Chance,137,25GlFJq5QNAXyVgJvCZ4Mf,0.17,0.69,0.55,0,7,0.24,-6.19,1,0.06,94.06,4,0.51
Caroline Rose,Feel The Way I Want,137,4BbSazWw7fECUBiV1WMtyS,0.07,0.83,0.53,0,5,0.17,-5.57,1,0.03,106.98,4,0.94
Childish Gambino,Retro [Rough],137,40DNN6CjgNEouHH0RsygcZ,0.24,0.86,0.62,0.01,5,0.11,-5.88,0,0.04,110.05,4,0.32
Indigo De Souza,Smoke,137,3q13BwUiJk6mqgEHrXsAwt,0.6,0.42,0.26,0,9,0.11,-12.33,1,0.03,109.9,4,0.04
John Mayer,Why Georgia,137,1c7UYTut2SBOPq64o2t0uN,0.02,0.61,0.64,0,7,0.09,-7.21,1,0.02,96.92,4,0.37
Phoebe Bridgers,Demi Moore,137,4b9SVTfCfMlH3o8amWk3dG,0.97,0.39,0.18,0.24,2,0.1,-12.65,1,0.03,78.42,4,0.19
Prince,It's Gonna Be Lonely,137,2PqDacmxANo7QVI45HQ8cC,0.41,0.71,0.34,0,11,0.15,-13.21,0,0.04,79.9,4,0.27
Rejjie Snow,23,137,6pyvMnC4szJE7Q8Os1fFHz,0.28,0.8,0.64,0,4,0.22,-7.19,0,0.11,97.03,4,0.5
88rising,Midsummer Madness,136,0qiMB9VYpBOhTcvi47h4nX,0.36,0.41,0.68,0,9,0.17,-7.73,1,0.09,89.97,4,0.17
Alvvays,After The Earthquake,136,0O5q2h0kfQD6PixL7rCHuL,0.01,0.32,0.9,0,4,0.59,-4.46,1,0.1,164.93,4,0.41
Frank Ocean,In My Room,136,4S4Mfvv03M1cHgIOJcbUCL,0.59,0.86,0.65,0.66,7,0.11,-7.43,1,0.07,158.04,4,0.67
Japanese Breakfast,Planetary Ambience,136,4RRRkSm8RiIDGRDeUSdO4q,0.02,0.33,0.51,0.07,1,0.12,-11.56,1,0.04,115.77,4,0.03
Phoebe Bridgers,Funeral,136,3rJDsZjIaCfJQSqRUvl0BM,0.95,0.22,0.26,0,11,0.09,-14.42,1,0.04,170.72,4,0.31
Saba,HEAVEN ALL AROUND ME,136,5LuOzhwp7P8iyPiq18XfYa,0.35,0.68,0.39,0,7,0.09,-11.06,1,0.07,120,4,0.1
Soccer Mommy,circle the drain,136,2drtd6SptpMJ1KylMQ7mrE,0.3,0.48,0.79,0,9,0.1,-5.22,1,0.04,169.06,4,0.47
"Tyler, The Creator",EARFQUAKE,136,5hVghJ4KaYES3BFUATCYn0,0.23,0.55,0.5,0,9,0.8,-8.87,1,0.07,79.64,4,0.41
Caroline Rose,More of the Same,135,72VMb9iQtdiZJW0oRCwzg7,0.08,0.73,0.76,0,7,0.07,-4.5,1,0.03,98.01,4,0.64
Japanese Breakfast,Machinist,135,13FGWUlqQpGugvEcnEUqou,0.02,0.57,0.72,0.15,9,0.41,-7.29,0,0.04,125.03,4,0.14
Joey Bada$$,Land of the Free,135,7BjygzvUpf8P7X6uWzIhsF,0.47,0.73,0.65,0,8,0.12,-6.24,0,0.31,95.1,4,0.16
KIDS SEE GHOSTS,Cudi Montage,135,4kUZvXB3LC3an3HX6h0s17,0.4,0.73,0.5,0,8,0.12,-6.78,0,0.03,110.01,4,0.31
Saba,Mrs. Whoever,135,38PCpNNE5covoh1X06upVZ,0.33,0.66,0.54,0,0,0.12,-11.82,0,0.38,83.69,5,0.39
Tame Impala,Lucidity,135,4EC81w5nKG5tZlkHyKT2vO,0.11,0.37,0.87,0.09,4,0.35,-6.3,1,0.06,147.02,4,0.5
The Weeknd,Call Out My Name,135,09mEdoA6zrmBPgTEN5qXmN,0.17,0.47,0.58,0,1,0.31,-5.2,1,0.03,134.08,3,0.16
Indigo De Souza,Good Heart,134,6fPwWgvq8C0QwfVdxcRBn0,0.21,0.58,0.33,0,11,0.16,-10.13,1,0.04,110.32,4,0.37
The Technicolors,Sweat,134,5dBWmaWN5CKHB9PkTkiLAj,0.23,0.6,0.83,0.36,10,0.31,-3.56,0,0.03,87.99,4,0.67
"Tyler, The Creator",ARE WE STILL FRIENDS?,134,5TxRUOsGeWeRl3xOML59Ai,0.13,0.22,0.5,0,10,0.11,-8.03,1,0.04,187.31,3,0.31
Fazerdaze,Cherry Pie,133,20bn8UrHSGODum7utPZhgB,0,0.59,0.8,0.06,3,0.07,-5.59,1,0.03,121.01,4,0.85
Indigo De Souza,Ghost,133,4honqU9XYPyyM1Wq7JrLzx,0.5,0.45,0.36,0,0,0.12,-9.67,1,0.03,102.04,4,0.12
Indigo De Souza,Take Off Ur Pants,133,29JEOX0xLF9y6q8oILX2QH,0,0.41,0.66,0.18,9,0.38,-9.55,1,0.05,127.48,4,0.65
Indigo De Souza,What Are We Gonna Do Now,133,4i3ExiCWHemALN24hVn65B,0.37,0.39,0.26,0,4,0.1,-8.59,1,0.07,164.41,5,0.11
Julien Baker,Something,133,5kSQwU2iaLE3bmee4j5vT0,0.79,0.38,0.2,0,9,0.16,-7.26,1,0.03,128.49,3,0.1
Maggie Rogers,That's Where I Am,133,49EXOlUTFBGdI098L6SXDh,0.13,0.27,0.76,0,7,0.07,-3.74,1,0.05,181.3,4,0.15
Phoebe Bridgers,Killer,133,0ThaVtdQ5zuAYLjvoT342v,0.97,0.33,0.13,0,0,0.11,-13.78,1,0.04,171.67,5,0.08
Bumper,Ballad 0,132,5zKOK7Iw6Em7rkWJmquZYi,0.29,0.44,0.47,0.95,8,0.26,-8.91,1,0.03,77.04,4,0.19
Japanese Breakfast,"Glider - from ""Sable"" Original Video Game Soundtrack",132,6fyMExLM9mmtXAQKCnTaZG,0.32,0.37,0.41,0,5,0.14,-9.24,0,0.03,91.57,4,0.07
Japanese Breakfast,The Body Is a Blade,132,6TBgnQqDXmGECYuZYgj6DI,0,0.52,0.72,0.14,7,0.16,-6.24,1,0.03,109.99,4,0.39
Kanye West,POWER,132,2gZUPNdnz5Y45eiGxpHGSc,0.02,0.54,0.91,0,0,0.74,-4.75,0,0.11,153.99,4,0.58
Luna Li,Afterglow,132,5AOfrE1Sw9wWYfTkL2C7uP,0.56,0.58,0.52,0,5,0.1,-8.62,1,0.03,132.31,4,0.41
MJ Lenderman,She's Leaving You,132,4hJ5jWbqstdYt555NhdtNk,0,0.48,0.74,0.67,5,0.34,-6.7,1,0.03,104.92,4,0.32
Phoebe Bridgers,Georgia,132,5YTJXAM6j8jEQ5vC8Q67GL,0.87,0.48,0.44,0.01,2,0.11,-11.88,1,0.05,101.89,4,0.29
¿Téo?,Belong in the Sun,131,5SZo3Grs3fmbPsHZzlLB6E,0.36,0.78,0.7,0.08,5,0.12,-9.45,0,0.07,96.98,4,0.66
A Tribe Called Quest,Dis Generation,131,2Pp3QD3thPnk2kCxmu2MHK,0.07,0.74,0.79,0,2,0.35,-5.31,1,0.1,96.06,4,0.65
Japanese Breakfast,Soft Sounds from Another Planet,131,17UaCbdhkzTaCj4DbKTrPW,0.88,0.43,0.49,0.39,2,0.1,-7.49,1,0.03,81.98,3,0.12
Mac Miller,Good News,131,1DWZUa5Mzf2BwzpHtgbHPY,0.85,0.79,0.32,0.13,1,0.11,-12.92,0,0.17,174.09,4,0.24
Saba,LIFE,131,5m7T46ZFLWKE5YOIN4nW0h,0.02,0.9,0.5,0,7,0.11,-9.24,1,0.27,120.03,4,0.46
Tame Impala,List of People (to Try and Forget About),131,01iiEi9h8CQGUN2K1xBbTj,0.09,0.41,0.79,0,10,0.1,-5.68,1,0.04,95.07,4,0.2
Tierra Whack,Only Child,131,4zMmqb0pYwX6b0qc0slCoT,0.85,0.83,0.37,0,1,0.19,-7.02,1,0.04,85.24,4,0.8
Anderson .Paak,Trippy (feat. J. Cole),130,2lRe5wBRm4xaSKTbDn2vLD,0.07,0.57,0.65,0,2,0.34,-8.54,1,0.33,96.77,4,0.17
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",130,4Pwjz3DfvfQWV0rO2V8jyh,0.02,0.59,0.7,0,1,0.44,-8.95,1,0.09,133.95,4,0.1
Phoebe Bridgers,Chelsea,130,1Jrj7xw5OSgGhprGHlHDfX,0.97,0.39,0.19,0,11,0.11,-15.45,1,0.06,127.83,4,0.23
SZA,I Hate U,130,2aJnyNu4PQxQ2lyj5boiMG,0.51,0.54,0.39,0,7,0.11,-9.81,0,0.16,106.7,5,0.41
Caroline Rose,Got to Go My Own Way,129,7mU6d2vsxxfHymqybUYeSr,0.43,0.64,0.87,0.62,8,0.06,-3.08,0,0.04,105.96,4,0.56
Clairo,Pretty Girl,129,3ey2Lbv2YOjgUYKTAIopNS,0.59,0.93,0.61,0,0,0.06,-4.41,1,0.04,112.13,4,0.7
Gorillaz,Kids with Guns,129,0eEgMbSzOHmkOeVuNC3E0k,0,0.84,0.48,0.71,4,0.23,-5.51,0,0.04,106.22,4,0.71
Kanye West,All of the Lights,129,22L7bfCiAkJo5xGSQgmiIO,0.08,0.53,0.8,0,1,0.18,-3.28,1,0.07,142.11,4,0.22
Lany,13,129,0WOvSEVpUGkNufX0w0M06F,0.69,0.78,0.54,0,8,0.04,-8.15,0,0.06,133.96,4,0.7
Frank Ocean,Cayendo (Side A - Acoustic),128,72794Eag03xdy7TO0KNuid,0.98,0.35,0.12,0,3,0.1,-11.1,0,0.04,69,4,0.12
Japanese Breakfast,This House,128,7tKDZ6bHdQGYI5BDEQcFym,0.4,0.55,0.28,0,7,0.11,-8.95,1,0.03,163.88,4,0.53
Kid Bloom,Different State Of Mind,128,1kSE5bG1ctW05hl8Zzz9cE,0.68,0.68,0.38,0.2,11,0.25,-8.94,1,0.04,141.07,4,0.83
Noname,Song 32,128,7Duz1lXRfECWROhjHQ5dWk,0.04,0.87,0.48,0.02,1,0.06,-9.7,1,0.13,91.75,4,0.39
Phoebe Bridgers,Would You Rather,128,0ulpimSr7njRd2UFadBAPv,0.94,0.48,0.36,0,10,0.1,-10.93,1,0.03,135.78,4,0.26
Phoebe Bridgers,You Missed My Heart,128,1Co7CBhIkJQVWgLxu2oHET,0.96,0.33,0.11,0,0,0.11,-14.16,1,0.04,74.95,4,0.09
Snail Mail,Ben Franklin,128,2S55DmUzdp1n67Y0x0CuoT,0,0.61,0.55,0,11,0.1,-5.45,1,0.02,90.09,4,0.58
Tame Impala,The Bold Arrow of Time,128,7r7yAFxq6CwakQB5NrJskh,0.8,0.34,0.51,0.57,0,0.3,-6.65,1,0.04,122.91,4,0.27
Arctic Monkeys,Why'd You Only Call Me When You're High?,127,086myS9r57YsLbJpU0TgK9,0.05,0.69,0.63,0,2,0.1,-6.48,1,0.04,92,4,0.8
Caroline Rose,Do You Think We’ll Last Forever?,127,6zgMhz9X72ecwRpPYfBf0o,0.12,0.71,0.28,0,4,0.1,-5.72,0,0.04,121.96,4,0.71
Cub Sport,Come On Mess Me Up,127,0U2G7dJYfwGlG6fNvhN6sr,0.06,0.34,0.59,0,4,0.13,-5.58,1,0.03,149.72,4,0.04
Free Cake For Every Creature,Riding Into The Sunset In A Busted Car,127,3egOyGi2vghg47fhV6RZ6h,0.52,0.51,0.39,0.01,9,0.11,-11.07,1,0.05,101.18,4,0.65
Isaiah Rashad,Park,127,5hqh0JUxRShhqdaxu7wlz5,0.17,0.86,0.63,0,7,0.31,-10.07,1,0.28,100.03,4,0.54
Kid Cudi,All Along,127,5gNdqHSdG9eTbnvp8sZwUD,0.8,0.6,0.34,0.68,0,0.14,-9.64,1,0.03,79.92,4,0.44
Lorde,Solar Power,127,7s2kWabRM60W9I61HpKg8C,0.24,0.73,0.48,0,4,0.31,-8.57,1,0.09,88,4,0.88
Stella Donnelly,Beware Of The Dogs,127,1aagrgk94erGgbJNzMSvty,0.09,0.49,0.44,0,4,0.1,-6.88,1,0.03,75.35,3,0.42
"Tyler, The Creator",I THINK,127,4f8Mh5wuWHOsfXtzjrJB3t,0.01,0.83,0.58,0,8,0.13,-8.24,0,0.08,121.08,4,0.43
Hippo Campus,Bambi,126,5dmPNuHmRRJuHmJTDa7NuJ,0.07,0.74,0.47,0,8,0.12,-8.46,1,0.04,90,4,0.31
Kendrick Lamar,King Kunta,126,0N3W5peJUQtI4eyR6GJT5O,0.01,0.88,0.66,0,6,0.15,-4.57,0,0.1,107.06,4,0.49
Khruangbin,Texas Sun,126,24ntSW3QVJzR79lHAAOTaY,0.04,0.64,0.63,0.15,7,0.1,-10.01,1,0.03,111.56,4,0.6
Mac Miller,Once a Day,126,26G5nmIx7Yvq79bIIluyZV,0.95,0.76,0.05,0,2,0.12,-16.74,0,0.05,96.84,4,0.34
MJ Lenderman,You Don't Know The Shape I'm In,126,1ZBQPkEYHOv3LfgU6v0h0S,0.58,0.74,0.47,0.03,6,0.12,-11.73,0,0.03,122.03,4,0.55
Phoebe Bridgers,Smoke Signals (Reprise),126,4VmQEkVgdTcjn2ksGRZMAR,1,0.67,0.02,0.83,7,0.08,-17.71,0,0.07,100.26,4,0.37
Rosario,Drink Your Apple A Day,126,1sfRlQZqh6RAGbGf46L1e0,0.21,0.64,0.69,0,0,0.11,-8.5,0,0.37,81.94,4,0.55
Saba,Photosynthesis,126,37Bkd2OPVmuvxrj7q7l0ne,0.54,0.78,0.66,0,7,0.59,-8.39,1,0.27,111.13,4,0.63
Toro y Moi,Girl Like You,126,5rJd2Xy1yk12DVmWlLTlUd,0.35,0.63,0.82,0.04,1,0.08,-5.74,1,0.06,169.96,4,0.4
"Tyler, The Creator",Potato Salad,126,1jzIJcHCXneHw7ojC6LXiF,0.31,0.54,0.61,0,2,0.21,-6.02,1,0.42,168.2,4,0.68
Wild Ones,Standing in the Back at Your Show,126,35QvnVdHqhJSJNqfpOBs7s,0.13,0.57,0.78,0,3,0.27,-6.09,0,0.03,180.02,4,0.64
Chance the Rapper,Angels (feat. Saba),125,0jx8zY5JQsS4YEQcfkoc5C,0.29,0.77,0.65,0,5,0.37,-5.13,0,0.38,155.91,4,0.68
Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),125,2RPbEp0DyBVlkRvvYKopO7,0.15,0.71,0.69,0,1,0.47,-6.36,1,0.27,125.97,4,0.31
Japanese Breakfast,Jimmy Fallon Big!,125,3qp4EJB8fJN6iJ6GIxbba5,0.37,0.1,0.46,0.79,2,0.12,-9.62,1,0.03,220.16,4,0.06
